group_key,group_size,id,alloy,cycle1_holdingtemp_degc,cycle1_holdingtime_min,article_url,original_image,ai_cleaned_image,augumented_data,c,mn,si,cr,p,s,mo,cu,ni,al,nb,v,ti,ti_nb_v,b,ce_la,fe,pixel_size,heat_treatment_type,num_cycles,cycle0_rolling,cycle0_rtemp,cycle0_rpercentage,cycle1_hrate_degc_min,cycle1_crate_degc_s,cycle1_rolling,cycle1_rtemp,cycle1_rpercentage,cycle1_qtype,cycle1_qtemp,cycle1_qtime_min,cycle2_hrate_degc_min,cycle2_holdingtemp_degc,cycle2_holdingtime_min,cycle2_crate_degc_s,cycle2_rolling,cycle2_rtemp_degc,cycle2_rpercentage,cycle2_qtype,cycle2_qtemp_degc,cycle2_qtime_min,cycle3_hrate_degc_min,cycle3_holdingtemp_degc,cycle3_holdingtime_min,cycle3_crate_degc_s,cycle3_rolling,cycle3_rtemp,cycle3_rpercentage,cycle3_qtype,cycle3_qtemp,cycle3_qtime,cycle4_hrate_degc_min,cycle4_holdingtemp_degc,cycle4_holdingtime_min,cycle4_crate_degc_s,cycle4_rolling,cycle4_rtemp,cycle4_rpercentage,cycle4_qtype,cycle4_qtemp,cycle4_qtime
DP980 GA__740.0__30.0,7,11_5_sample_check_04_27_14_52_11,DP980 GA,740.0,30.0,,,,https://drive.google.com/drive/folders/1H6eZOhzKeosP1xbIEjdmFo8O8yMNQ75r,0.091,2.47,0.47,0.02,0.01,0.002,,,,0.024,,,,,,,96.913,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP980 GA__740.0__30.0,7,11_5_sample_check_04_27_14_51_10,DP980 GA,740.0,30.0,,,,https://drive.google.com/drive/folders/1nSbAWhLR4x8KqidGGP7to0_CQhnHIrDT,0.091,2.47,0.47,0.02,0.01,0.002,,,,0.024,,,,,,,96.913,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP980 GA__740.0__30.0,7,11_5_sample_check_04_27_14_50_9,DP980 GA,740.0,30.0,,,,https://drive.google.com/drive/folders/1a2_XOeuRu-uA98wqmHKRA3Q5qN3V_y2W,0.091,2.47,0.47,0.02,0.01,0.002,,,,0.024,,,,,,,96.913,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP980 GA__740.0__30.0,7,11_5_sample_check_04_27_14_48_8,DP980 GA,740.0,30.0,,,,https://drive.google.com/drive/folders/1ZF88ntV2TvUW0enFKHVS_QGwpc_7gOAQ,0.091,2.47,0.47,0.02,0.01,0.002,,,,0.024,,,,,,,96.913,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP980 GA__740.0__30.0,7,11_5_sample_check_04_27_14_47_7,DP980 GA,740.0,30.0,,,,https://drive.google.com/drive/folders/1ZUSuCWkcwHU8fng_NHg9Kk3F8OkaEsFm,0.091,2.47,0.47,0.02,0.01,0.002,,,,0.024,,,,,,,96.913,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP780 GA__740.0__30.0,6,11_4_sample_check_04_27_14_24_6,DP780 GA,740.0,30.0,,,,https://drive.google.com/drive/folders/1nuTupJ6GHlg4dScOExiiJXbdQok0njLi,0.086,2.2,0.46,0.41,0.007,0.002,,,,0.025,,,,,,,96.81,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP780 GA__740.0__30.0,6,11_4_sample_check_04_27_14_22_7,DP780 GA,740.0,30.0,,,,https://drive.google.com/drive/folders/1E98CY5BasyFXcCMi1ZGewwk5y9EVNOjH,0.086,2.2,0.46,0.41,0.007,0.002,,,,0.025,,,,,,,96.81,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP780 GA__740.0__30.0,6,11_4_sample_check_04_27_14_20_6,DP780 GA,740.0,30.0,,,,https://drive.google.com/drive/folders/1B7QwrMLlOWBy-Th7o1Q4MwQHeX6buU9i,0.086,2.2,0.46,0.41,0.007,0.002,,,,0.025,,,,,,,96.81,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP780 GA__740.0__30.0,6,11_4_sample_check_04_27_14_18_5,DP780 GA,740.0,30.0,,,,https://drive.google.com/drive/folders/1vzLxq-lYFC-X5B_-bTuB1f4DrMT7llqn,0.086,2.2,0.46,0.41,0.007,0.002,,,,0.025,,,,,,,96.81,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP780 GA__740.0__30.0,6,11_4_sample_check_04_27_14_17_4,DP780 GA,740.0,30.0,,,,https://drive.google.com/drive/folders/1K7OTR9p3tN90r8_eDWCMZaOPmBA3kMGT,0.086,2.2,0.46,0.41,0.007,0.002,,,,0.025,,,,,,,96.81,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP780 GA__740.0__30.0,6,11_4_sample_check_04_27_14_15_3,DP780 GA,740.0,30.0,,,,https://drive.google.com/drive/folders/1yTKBpx8-i7S7eDK0T1VEgUlEuN6JZ9zY,0.086,2.2,0.46,0.41,0.007,0.002,,,,0.025,,,,,,,96.81,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP1180 GA__740.0__30.0,6,11_3_sample_image_04_27_16_07_6,DP1180 GA,740.0,30.0,,,,https://drive.google.com/drive/folders/16p_LVEnlB7YL-gtky3OXoVvV52-jYD-a,0.114,2.61,0.43,0.02,0.007,0.003,,,,0.018,,,,,,,96.798,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP1180 GA__740.0__30.0,6,11_3_sample_image_04_27_16_06_6,DP1180 GA,740.0,30.0,,,,https://drive.google.com/drive/folders/1zXcGXTeZdCA8QztJvjjeTeSJwdo-cleN,0.114,2.61,0.43,0.02,0.007,0.003,,,,0.018,,,,,,,96.798,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP1180 GA__740.0__30.0,6,11_3_sample_image_04_27_16_05_6,DP1180 GA,740.0,30.0,,,,https://drive.google.com/drive/folders/1lrmaZRbpImQ7NF-LCH2gHYXYrJflcG7Q,0.114,2.61,0.43,0.02,0.007,0.003,,,,0.018,,,,,,,96.798,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP1180 GA__740.0__30.0,6,11_3_sample_image_04_27_16_03_5,DP1180 GA,740.0,30.0,,,,https://drive.google.com/drive/folders/1xYYkQHrgGGOnPW5Qkm5mkMDLbXGHvrpy,0.114,2.61,0.43,0.02,0.007,0.003,,,,0.018,,,,,,,96.798,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP1180 GA__740.0__30.0,6,11_3_sample_image_04_27_16_02_4,DP1180 GA,740.0,30.0,,,,https://drive.google.com/drive/folders/1cFXN8hYB-OpiozmRSYleE4uF4V6XZF9o,0.114,2.61,0.43,0.02,0.007,0.003,,,,0.018,,,,,,,96.798,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP1180 GA__740.0__30.0,6,11_3_sample_image_04_27_16_01_3,DP1180 GA,740.0,30.0,,,,https://drive.google.com/drive/folders/1RB_S_QJI_NoUgyQJUhQKCJiN0s7znoxQ,0.114,2.61,0.43,0.02,0.007,0.003,,,,0.018,,,,,,,96.798,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP590 GA__740.0__30.0,6,11_2_sample_check_04_27_14_37_6,DP590 GA,740.0,30.0,,,,https://drive.google.com/drive/folders/1KuTJMTshou0qg1TCvOcTGtF8-Iqxmw0w,0.095,1.97,0.25,0.34,0.012,0.002,,,,0.042,,,,,,,97.289,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP590 GA__740.0__30.0,6,11_2_sample_check_04_27_14_35_5,DP590 GA,740.0,30.0,,,,https://drive.google.com/drive/folders/176mgYdN-mn1FJhYc6ZMmUPtD3AFr7ymX,0.095,1.97,0.25,0.34,0.012,0.002,,,,0.042,,,,,,,97.289,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP590 GA__740.0__30.0,6,11_2_sample_check_04_27_14_33_4,DP590 GA,740.0,30.0,,,,https://drive.google.com/drive/folders/1xKjmm8ClgaV6a2MAlriBKWV2vnkTyO0s,0.095,1.97,0.25,0.34,0.012,0.002,,,,0.042,,,,,,,97.289,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP590 GA__740.0__30.0,6,11_2_sample_check_04_27_14_31_11,DP590 GA,740.0,30.0,,,,https://drive.google.com/drive/folders/1iZefjvU9sxR88vGd5ve4LVB4jOUV1jLD,0.095,1.97,0.25,0.34,0.012,0.002,,,,0.042,,,,,,,97.289,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP590 GA__740.0__30.0,6,11_2_sample_check_04_27_14_27_8,DP590 GA,740.0,30.0,,,,https://drive.google.com/drive/folders/1dApmBCKmLJ_lB0LXe8xnPZKVOJqnxN_t,0.095,1.97,0.25,0.34,0.012,0.002,,,,0.042,,,,,,,97.289,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP590 GA__740.0__30.0,6,11_2_sample_check_04_27_14_25_7,DP590 GA,740.0,30.0,,,,https://drive.google.com/drive/folders/19h_WaB7h_67EQhh57OQ3iz9kcHyxmfO1,0.095,1.97,0.25,0.34,0.012,0.002,,,,0.042,,,,,,,97.289,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP600 GI__770.0__30.0,6,12_9_sample_check_04_24_2026_6,DP600 GI,770.0,30.0,,,,https://drive.google.com/drive/folders/16Vs7GyFJ8qY4GFcsABJAaNjsq-KHCzKt,0.106,1.49,0.19,0.16,0.008,0.002,,,,0.033,,,,,,,98.011,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP600 GI__770.0__30.0,6,12_9_sample_check_04_24_2026_5,DP600 GI,770.0,30.0,,,,https://drive.google.com/drive/folders/1M1-xHglSeWPGM_ym2hZf0VkNHCB_1wui,0.106,1.49,0.19,0.16,0.008,0.002,,,,0.033,,,,,,,98.011,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP600 GI__770.0__30.0,6,12_9_sample_check_04_24_2026_4,DP600 GI,770.0,30.0,,,,https://drive.google.com/drive/folders/1O6cgYMocdUjbKZJg9CUS4_LGjHEnd69x,0.106,1.49,0.19,0.16,0.008,0.002,,,,0.033,,,,,,,98.011,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP600 GI__770.0__30.0,6,12_9_sample_check_04_24_2026_3,DP600 GI,770.0,30.0,,,,https://drive.google.com/drive/folders/1TZzl-hSSPeyeFUbtvcwDw1opATorn3Y4,0.106,1.49,0.19,0.16,0.008,0.002,,,,0.033,,,,,,,98.011,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP600 GI__770.0__30.0,6,12_9_sample_check_04_24_2026_2,DP600 GI,770.0,30.0,,,,https://drive.google.com/drive/folders/1NonPM5ERIv3FxinpMeedniwB4DeAKHjo,0.106,1.49,0.19,0.16,0.008,0.002,,,,0.033,,,,,,,98.011,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP600 GI__770.0__30.0,6,12_9_sample_check_04_24_2026_1,DP600 GI,770.0,30.0,,,,https://drive.google.com/drive/folders/1Ppg0UKvfCJ-UQhrsiIZuY6YU2hPb1jBO,0.106,1.49,0.19,0.16,0.008,0.002,,,,0.033,,,,,,,98.011,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP980 GA__770.0__30.0,9,12_5_sample_check_04_24_2026_9,DP980 GA,770.0,30.0,,,,https://drive.google.com/drive/folders/1jFacom04QiVBW-Yu1u5zUoeGLhMq1a_C,0.091,2.47,0.47,0.02,0.01,0.002,,,,0.024,,,,,,,96.913,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP980 GA__770.0__30.0,9,12_5_sample_check_04_24_2026_8,DP980 GA,770.0,30.0,,,,https://drive.google.com/drive/folders/1CDIgql58JqaByjl9XHRerUZGr7aglLR7,0.091,2.47,0.47,0.02,0.01,0.002,,,,0.024,,,,,,,96.913,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP980 GA__770.0__30.0,9,12_5_sample_check_04_24_2026_7,DP980 GA,770.0,30.0,,,,https://drive.google.com/drive/folders/1XnrCn-wfNLa-I0FXALKBpOmjsgx4KdnM,0.091,2.47,0.47,0.02,0.01,0.002,,,,0.024,,,,,,,96.913,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP980 GA__770.0__30.0,9,12_5_sample_check_04_24_2026_6,DP980 GA,770.0,30.0,,,,https://drive.google.com/drive/folders/1Zje7QrUl9xhI3iHjtH1mSLFpsyt8cuh2,0.091,2.47,0.47,0.02,0.01,0.002,,,,0.024,,,,,,,96.913,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP980 GA__770.0__30.0,9,12_5_sample_check_04_24_2026_5,DP980 GA,770.0,30.0,,,,https://drive.google.com/drive/folders/1ma7NmU-CrQo5EmMZHVM-EuZE4WcgTBgc,0.091,2.47,0.47,0.02,0.01,0.002,,,,0.024,,,,,,,96.913,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP980 GA__770.0__30.0,9,12_5_sample_check_04_23_2026_4,DP980 GA,770.0,30.0,,,,https://drive.google.com/drive/folders/1hJVRHOX46iEEcXo5KCXDSu5o4e461NOa,0.091,2.47,0.47,0.02,0.01,0.002,,,,0.024,,,,,,,96.913,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP980 GA__770.0__30.0,9,12_5_sample_check_04_23_2026_3,DP980 GA,770.0,30.0,,,,https://drive.google.com/drive/folders/1vuSDThOYrzkrpfnjNZai3dD0ih4zro-5,0.091,2.47,0.47,0.02,0.01,0.002,,,,0.024,,,,,,,96.913,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP980 GA__770.0__30.0,9,12_5_sample_check_04_23_2026_2,DP980 GA,770.0,30.0,,,,https://drive.google.com/drive/folders/1q295TGf_TnecXl2SsNZLxugMy44x7B5P,0.091,2.47,0.47,0.02,0.01,0.002,,,,0.024,,,,,,,96.913,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP980 GA__770.0__30.0,9,12_5_sample_check_04_23_2026_1,DP980 GA,770.0,30.0,,,,https://drive.google.com/drive/folders/1t1GJXwBMnM70K7w96y3jv3jIw-JH5ZLF,0.091,2.47,0.47,0.02,0.01,0.002,,,,0.024,,,,,,,96.913,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP780 GA__770.0__30.0,5,12_4_sample_check_04_24_2026_5,DP780 GA,770.0,30.0,,,,https://drive.google.com/drive/folders/1_2Q48bvhzaLwUKW33YZypL2V5YTzQ_YB,0.086,2.2,0.46,0.41,0.007,0.002,,,,0.025,,,,,,,96.81,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP780 GA__770.0__30.0,5,12_4_sample_check_04_24_2026_4,DP780 GA,770.0,30.0,,,,https://drive.google.com/drive/folders/10AY1kuiZTAkzV6yywpf2ftVdVhpjvnM2,0.086,2.2,0.46,0.41,0.007,0.002,,,,0.025,,,,,,,96.81,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP780 GA__770.0__30.0,5,12_4_sample_check_04_24_2026_3,DP780 GA,770.0,30.0,,,,https://drive.google.com/drive/folders/10G8qWW3zkazme--7QJwhW6NE9CH_uZMr,0.086,2.2,0.46,0.41,0.007,0.002,,,,0.025,,,,,,,96.81,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP780 GA__770.0__30.0,5,12_4_sample_check_04_24_2026_2,DP780 GA,770.0,30.0,,,,https://drive.google.com/drive/folders/1pNpbVhcjpKzsZjVb_pnm_ka6tFhj75j1,0.086,2.2,0.46,0.41,0.007,0.002,,,,0.025,,,,,,,96.81,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP780 GA__770.0__30.0,5,12_4_sample_check_04_24_2026_1,DP780 GA,770.0,30.0,,,,https://drive.google.com/drive/folders/1bCoN7QvUENuwKpFWhqZC_MYF4zl9zm1C,0.086,2.2,0.46,0.41,0.007,0.002,,,,0.025,,,,,,,96.81,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP590 GA__770.0__30.0,6,12_2_sample_check_04_23_2026_6,DP590 GA,770.0,30.0,,,,https://drive.google.com/drive/folders/1LP4pB-csaPWBCYyj9cGAipJFpd2s3bFg,0.095,1.97,0.25,0.34,0.012,0.002,,,,0.042,,,,,,,97.289,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP590 GA__770.0__30.0,6,12_2_sample_check_04_23_2026_5,DP590 GA,770.0,30.0,,,,https://drive.google.com/drive/folders/1N0d4UnaIPo5j0gixf6r8NLfRaDkbjYSZ,0.095,1.97,0.25,0.34,0.012,0.002,,,,0.042,,,,,,,97.289,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP590 GA__770.0__30.0,6,12_2_sample_check_04_23_2026_4,DP590 GA,770.0,30.0,,,,https://drive.google.com/drive/folders/14P1yKn4QyVzPU9isCB7WwSD1-KGzi9kV,0.095,1.97,0.25,0.34,0.012,0.002,,,,0.042,,,,,,,97.289,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP590 GA__770.0__30.0,6,12_2_sample_check_04_23_2026_3,DP590 GA,770.0,30.0,,,,https://drive.google.com/drive/folders/1IIknjx4iWi2av5fi_WJOBHyjzWbIlA13,0.095,1.97,0.25,0.34,0.012,0.002,,,,0.042,,,,,,,97.289,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP590 GA__770.0__30.0,6,12_2_sample_check_04_23_2026_2,DP590 GA,770.0,30.0,,,,https://drive.google.com/drive/folders/155tfucOsvOLj6J4OdH3tEui2i37DUHy8,0.095,1.97,0.25,0.34,0.012,0.002,,,,0.042,,,,,,,97.289,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP590 GA__770.0__30.0,6,12_2_sample_check_04_23_2026_1,DP590 GA,770.0,30.0,,,,https://drive.google.com/drive/folders/1Jp0NxvFgcZKgRVgTT1UWBcrnlgHiyobt,0.095,1.97,0.25,0.34,0.012,0.002,,,,0.042,,,,,,,97.289,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP1180 GA__770.0__30.0,6,12_3_sample_check_04_23_2026_6,DP1180 GA,770.0,30.0,,,,https://drive.google.com/drive/folders/1qLIT_hx9iOPpUuugGIIKgIw8BE9_VJRf,0.114,2.61,0.43,0.02,0.007,0.003,,,,0.018,,,,,,,96.798,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP1180 GA__770.0__30.0,6,12_3_sample_check_04_23_2026_5,DP1180 GA,770.0,30.0,,,,https://drive.google.com/drive/folders/1JjA3qRZz59U5YjTJAYvWp51rnNZMZc4U,0.114,2.61,0.43,0.02,0.007,0.003,,,,0.018,,,,,,,96.798,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP1180 GA__770.0__30.0,6,12_3_sample_check_04_23_2026_4,DP1180 GA,770.0,30.0,,,,https://drive.google.com/drive/folders/1uYkA9oDdUECbRws_udLJCUYgI7t9CDNC,0.114,2.61,0.43,0.02,0.007,0.003,,,,0.018,,,,,,,96.798,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP1180 GA__770.0__30.0,6,12_3_sample_check_04_23_2026_3,DP1180 GA,770.0,30.0,,,,https://drive.google.com/drive/folders/16L96mh3lKhR3gwKuq3bIA5YFDWeUjB8z,0.114,2.61,0.43,0.02,0.007,0.003,,,,0.018,,,,,,,96.798,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP1180 GA__770.0__30.0,6,12_3_sample_check_04_23_2026_2,DP1180 GA,770.0,30.0,,,,https://drive.google.com/drive/folders/1MmNhIaj263OCBNc4XZ33ls3wET7h01U1,0.114,2.61,0.43,0.02,0.007,0.003,,,,0.018,,,,,,,96.798,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP1180 GA__770.0__30.0,6,12_3_sample_check_04_23_2026_1,DP1180 GA,770.0,30.0,,,,https://drive.google.com/drive/folders/1YoYh-zjwraQ2UOr5bnQ804Kt6ZUL0GxD,0.114,2.61,0.43,0.02,0.007,0.003,,,,0.018,,,,,,,96.798,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP1180 GA__800.0__10.0,7,3_3_sample_image_04_27_19_32_7,DP1180 GA,800.0,10.0,,,,https://drive.google.com/drive/folders/1XvPG4sPOyMgzpqWK5rqapdfpeOVuFvuJ,0.114,2.61,0.43,0.02,0.007,0.003,,,,0.018,,,,,,,96.798,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP1180 GA__800.0__10.0,7,3_3_sample_image_04_27_19_30_6,DP1180 GA,800.0,10.0,,,,https://drive.google.com/drive/folders/1jhbSKUXcYdhPMqQDLNeCblk8vUTSB5e4,0.114,2.61,0.43,0.02,0.007,0.003,,,,0.018,,,,,,,96.798,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP1180 GA__800.0__10.0,7,3_3_sample_image_04_27_19_29_5,DP1180 GA,800.0,10.0,,,,https://drive.google.com/drive/folders/13jIINK_TV-Yl5Az2l8AQC4QaW6LmoVWe,0.114,2.61,0.43,0.02,0.007,0.003,,,,0.018,,,,,,,96.798,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP1180 GA__800.0__10.0,7,3_3_sample_image_04_27_19_28_4,DP1180 GA,800.0,10.0,,,,https://drive.google.com/drive/folders/1NxRgXbdNCJDwdA2U6OSA7RUurUluZlrG,0.114,2.61,0.43,0.02,0.007,0.003,,,,0.018,,,,,,,96.798,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP1180 GA__800.0__10.0,7,3_3_sample_image_04_27_19_26_3,DP1180 GA,800.0,10.0,,,,https://drive.google.com/drive/folders/1wNTM2kQhIP4co_Kp5aLBKMmT365P_JCt,0.114,2.61,0.43,0.02,0.007,0.003,,,,0.018,,,,,,,96.798,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP1180 GA__800.0__10.0,7,3_3_sample_image_04_27_19_24_2,DP1180 GA,800.0,10.0,,,,https://drive.google.com/drive/folders/1Fvz8kUk1n7rawYJaQEGLxscZPXzK6Cd8,0.114,2.61,0.43,0.02,0.007,0.003,,,,0.018,,,,,,,96.798,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP1180 GA__800.0__10.0,7,3_3_sample_image_04_27_19_23_1,DP1180 GA,800.0,10.0,,,,https://drive.google.com/drive/folders/1sQ6RWa7MkvUscvmd6vSNwcUK6XySrRhL,0.114,2.61,0.43,0.02,0.007,0.003,,,,0.018,,,,,,,96.798,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
